window_id,label,subject
swell_PP9_1071,2,PP9
swell_PP9_1072,2,PP9
swell_PP9_1073,2,PP9
swell_PP9_1074,2,PP9
swell_PP9_1075,2,PP9
swell_PP9_1076,2,PP9
swell_PP9_1077,2,PP9
swell_PP9_1078,2,PP9
swell_PP9_1085,1,PP9
swell_PP9_1086,1,PP9
swell_PP9_1087,1,PP9
swell_PP9_1088,1,PP9
swell_PP9_1089,1,PP9
swell_PP9_1090,1,PP9
swell_PP9_1091,1,PP9
swell_PP9_1092,1,PP9
swell_PP9_1093,1,PP9
swell_PP9_1094,1,PP9
swell_PP9_1095,1,PP9
swell_PP9_1096,1,PP9
swell_PP9_1097,1,PP9
swell_PP9_1099,1,PP9
swell_PP9_1100,1,PP9
swell_PP9_1101,1,PP9
swell_PP9_1102,1,PP9
swell_PP9_1103,1,PP9
swell_PP9_1104,1,PP9
swell_PP9_1105,1,PP9
swell_PP9_1106,1,PP9
swell_PP9_1107,1,PP9
swell_PP9_1108,1,PP9
swell_PP9_1109,1,PP9
swell_PP9_1110,1,PP9
swell_PP9_1111,1,PP9
swell_PP9_1112,1,PP9
swell_PP9_1113,1,PP9
swell_PP9_1114,1,PP9
swell_PP9_1115,1,PP9
swell_PP9_1116,1,PP9
swell_PP9_1117,1,PP9
swell_PP9_1118,1,PP9
swell_PP9_1119,1,PP9
swell_PP9_1120,1,PP9
swell_PP9_1121,1,PP9
swell_PP9_1122,1,PP9
swell_PP9_1123,1,PP9
kaggle_0,0,kaggle_user1
kaggle_1,0,kaggle_user1
kaggle_2,1,kaggle_user1
kaggle_3,0,kaggle_user1
kaggle_4,2,kaggle_user1
kaggle_5,2,kaggle_user1
kaggle_6,2,kaggle_user1
kaggle_7,0,kaggle_user1
kaggle_8,0,kaggle_user1
kaggle_9,2,kaggle_user1
kaggle_10,1,kaggle_user1
kaggle_11,0,kaggle_user1
kaggle_12,2,kaggle_user1
kaggle_13,2,kaggle_user1
kaggle_14,0,kaggle_user1
kaggle_15,2,kaggle_user1
kaggle_17,0,kaggle_user1
kaggle_18,0,kaggle_user1
kaggle_19,0,kaggle_user1
kaggle_20,0,kaggle_user1
kaggle_21,2,kaggle_user1
kaggle_22,1,kaggle_user1
kaggle_23,0,kaggle_user1
kaggle_24,1,kaggle_user1
kaggle_25,1,kaggle_user1
kaggle_26,2,kaggle_user1
kaggle_27,0,kaggle_user2
kaggle_28,1,kaggle_user2
kaggle_29,1,kaggle_user2
kaggle_30,1,kaggle_user2
kaggle_31,1,kaggle_user2
kaggle_32,1,kaggle_user2
kaggle_33,1,kaggle_user2
kaggle_34,0,kaggle_user2
kaggle_35,0,kaggle_user2
kaggle_36,0,kaggle_user2
kaggle_37,0,kaggle_user2
kaggle_39,0,kaggle_user2
kaggle_41,1,kaggle_user2
kaggle_42,1,kaggle_user2
kaggle_43,1,kaggle_user2
kaggle_44,1,kaggle_user2
kaggle_45,0,kaggle_user2
kaggle_46,1,kaggle_user2
kaggle_47,1,kaggle_user2
kaggle_48,2,kaggle_user2
kaggle_50,0,kaggle_user2
kaggle_51,1,kaggle_user2
kaggle_52,1,kaggle_user2
kaggle_53,1,kaggle_user2
kaggle_54,1,kaggle_user2
kaggle_55,2,kaggle_user2
kaggle_56,0,kaggle_user2
kaggle_57,1,kaggle_user2
kaggle_58,1,kaggle_user2
kaggle_59,1,kaggle_user2
kaggle_60,1,kaggle_user2
kaggle_62,0,kaggle_user2
kaggle_63,0,kaggle_user2
kaggle_64,0,kaggle_user2
kaggle_65,1,kaggle_user2
kaggle_66,0,kaggle_user2
kaggle_67,0,kaggle_user2
kaggle_69,0,kaggle_user2
kaggle_70,1,kaggle_user2
kaggle_71,1,kaggle_user2
kaggle_72,2,kaggle_user2
kaggle_73,2,kaggle_user2
kaggle_74,2,kaggle_user2
kaggle_75,2,kaggle_user2
kaggle_76,1,kaggle_user2
kaggle_77,2,kaggle_user2
kaggle_78,1,kaggle_user2
kaggle_79,1,kaggle_user2
kaggle_80,1,kaggle_user2
kaggle_81,0,kaggle_user2
kaggle_82,1,kaggle_user2
kaggle_83,1,kaggle_user2
kaggle_84,1,kaggle_user2
kaggle_85,1,kaggle_user2
